"Year","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2009","New York","1,417","19,307,066","7.34","7.00","28,083"
"2009","North Carolina","1,174","9,449,566","12.42","12.21","23,892"
"2009","North Dakota","90","664,968","13.53","13.88","2,504"
"2009","Ohio","1,176","11,528,896","10.20","10.01","24,287"
"2009","Oklahoma","567","3,717,572","15.25","15.23","12,234"
"2009","Oregon","644","3,808,600","16.91","16.18","11,661"
"2009","Pennsylvania","1,631","12,666,858","12.88","12.16","30,446"
"2009","Rhode Island","118","1,053,646","11.20","10.81","2,464"
"2009","South Carolina","619","4,589,872","13.49","13.04","11,797"
"2009","South Dakota","129","807,067","15.98","16.24","3,685"
"2009","Tennessee","947","6,306,019","15.02","14.59","18,834"
"2009","Texas","2,809","24,801,761","11.33","11.55","61,236"
"2009","Utah","449","2,723,421","16.49","17.98","11,095"
"2009","Vermont","87","624,817","13.92","12.77","1,416"
"2009","Virginia","963","7,925,937","12.15","11.72","19,161"
"2009","Washington","921","6,667,426","13.81","13.37","18,225"
"2009","West Virginia","253","1,847,775","13.69","13.22","5,037"
"2009","Wisconsin","724","5,669,264","12.77","12.46","15,040"
"2009","Wyoming","111","559,851","19.83","20.34","2,526"
"2008","Alabama","604","4,718,206","12.80","12.60","12,600"
"2008","Alaska","169","687,280","24.59","24.31","4,427"
"2008","Arizona","972","6,280,362","15.48","15.41","18,554"
"2008","Arkansas","447","2,874,554","15.55","15.51","9,521"
"2008","California","3,775","36,604,337","10.31","10.27","69,955"
"2008","Colorado","803","4,889,730","16.42","16.15","16,575"
"2008","Connecticut","315","3,545,579","8.88","8.48","6,405"
"2008","Delaware","109","883,874","12.33","11.89","2,201"
"2008","District of Columbia","43","580,236","7.41","7.48","892"
"2008","Florida","2,740","18,527,305","14.79","13.84","47,006"
"2008","Georgia","981","9,504,843","10.32","10.39","19,644"
"2008","Hawaii","133","1,332,213","9.98","9.79","2,764"
"2008","Idaho","252","1,534,320","16.42","16.60","4,742"
"2008","Illinois","1,198","12,747,038","9.40","9.26","24,200"
"2008","Indiana","809","6,424,806","12.59","12.60","16,370"
"2008","Iowa","380","3,016,734","12.60","12.62","8,172"
"2008","Kansas","337","2,808,076","12.00","12.08","7,784"
"2008","Kentucky","612","4,289,878","14.27","14.03","11,805"
"2008","Louisiana","532","4,435,586","11.99","12.02","11,616"
"2008","Maine","181","1,330,509","13.60","12.70","3,250"
"2008","Maryland","507","5,684,965","8.92","8.63","10,188"
"2008","Massachusetts","509","6,468,967","7.87","7.54","10,077"
"2008","Michigan","1,180","9,946,889","11.86","11.76","24,771"
"2008","Minnesota","596","5,247,018","11.36","11.15","12,847"
"2008","Mississippi","409","2,947,806","13.88","13.91","8,426"
"2008","Missouri","779","5,923,916","13.15","12.98","16,600"
"2008","Montana","203","976,415","20.79","20.70","4,546"
"2008","Nebraska","191","1,796,378","10.63","10.57","4,382"
"2008","Nevada","528","2,653,630","19.90","19.69","9,565"
"2008","New Hampshire","179","1,315,906","13.60","13.17","3,421"
"2008","New Jersey","615","8,711,090","7.06","6.79","11,933"
"2008","New Mexico","419","2,010,662","20.84","20.83","9,329"
"2008","New York","1,409","19,212,436","7.33","7.05","27,538"
"2008","North Carolina","1,162","9,309,449","12.48","12.26","23,561"
"2008","North Dakota","86","657,569","13.08","13.05","2,030"
"2008","Ohio","1,412","11,515,391","12.26","12.17","30,712"
"2008","Oklahoma","575","3,668,976","15.67","15.61","12,189"
"2008","Oregon","572","3,768,748","15.18","14.59","11,054"
"2008","Pennsylvania","1,539","12,612,285","12.20","11.78","30,396"
"2008","Rhode Island","110","1,055,003","10.43","9.90","2,144"
"2008","South Carolina","565","4,528,996","12.48","11.98","11,161"
"2008","South Dakota","124","799,124","15.52","15.75","3,261"
"2008","Tennessee","973","6,247,411","15.57","15.08","19,177"
"2008","Texas","2,552","24,309,039","10.50","10.78","54,439"
"2008","Utah","390","2,663,029","14.65","15.85","9,499"
"2008","Vermont","94","624,151","15.06","14.24","1,845"
"2008","Virginia","948","7,833,496","12.10","11.77","19,533"
"2008","Washington","889","6,562,231","13.55","13.08","17,675"
"2008","West Virginia","261","1,840,310","14.18","13.78","5,111"
"2008","Wisconsin","743","5,640,996","13.17","12.81","15,031"
"2008","Wyoming","124","546,043","22.71","22.61","2,737"
"2007","Alabama","592","4,672,840","12.67","12.39","12,019"
"2007","Alaska","149","680,123","21.91","22.44","3,907"
"2007","Arizona","1,016","6,167,681","16.47","16.52","21,511"
"2007","Arkansas","402","2,848,650","14.11","14.20","8,343"
"2007","California","3,602","36,250,311","9.94","9.92","69,214"
"2007","Colorado","811","4,803,868","16.88","16.57","17,040"
"2007","Connecticut","271","3,527,270","7.68","7.27","5,227"
"2007","Delaware","95","871,749","10.90","10.66","1,751"
"2007","District of Columbia","36","574,404","6.27","6.03","618"
"2007","Florida","2,587","18,367,842","14.08","13.21","44,689"
"2007","Georgia","997","9,349,988","10.66","10.88","19,651"
"2007","Hawaii","133","1,315,675","10.11","9.48","2,536"
"2007","Idaho","223","1,505,105","14.82","15.06","5,189"
"2007","Illinois","1,108","12,695,866","8.73","8.63","23,870"
"2007","Indiana","790","6,379,599","12.38","12.33","16,788"
"2007","Iowa","322","2,999,212","10.74","10.64","6,784"
"2007","Kansas","382","2,783,785","13.72","13.67","8,083"
"2007","Kentucky","649","4,256,672","15.25","15.07","14,167"
"2007","Louisiana","522","4,375,581","11.93","11.90","12,287"
"2007","Maine","191","1,327,040","14.39","13.61","3,805"
"2007","Maryland","518","5,653,408","9.16","9.00","11,205"
"2007","Massachusetts","516","6,431,559","8.02","7.69","10,567"
"2007","Michigan","1,131","10,001,284","11.31","11.09","23,127"
"2007","Minnesota","572","5,207,203","10.99","10.79","12,526"
"2007","Mississippi","396","2,928,350","13.52","13.62","8,324"
"2007","Missouri","808","5,887,612","13.72","13.56","16,703"
"2007","Montana","196","964,706","20.32","19.32","3,611"
"2007","Nebraska","181","1,783,440","10.15","10.19","3,939"
"2007","Nevada","471","2,601,072","18.11","17.96","8,530"
"2007","New Hampshire","158","1,312,540","12.04","11.14","2,831"
"2007","New Jersey","596","8,677,885","6.87","6.69","12,298"
"2007","New Mexico","401","1,990,070","20.15","20.18","8,757"
"2007","New York","1,396","19,132,335","7.30","7.01","27,404"
"2007","North Carolina","1,077","9,118,037","11.81","11.64","21,452"
"2007","North Dakota","95","652,822","14.55","14.09","2,192"
"2007","Ohio","1,295","11,500,468","11.26","11.04","27,166"
"2007","Oklahoma","531","3,634,349","14.61","14.69","10,920"
"2007","Oregon","594","3,722,417","15.96","15.31","10,946"
"2007","Pennsylvania","1,441","12,563,937","11.47","11.07","29,016"
"2007","Rhode Island","96","1,057,315","9.08","8.78","1,969"
"2007","South Carolina","530","4,444,110","11.93","11.64","10,634"
"2007","South Dakota","102","791,623","12.89","12.51","2,558"
"2007","Tennessee","844","6,175,727","13.67","13.38","16,513"
"2007","Texas","2,433","23,831,983","10.21","10.48","53,470"
"2007","Utah","378","2,597,746","14.55","15.75","9,184"
"2007","Vermont","89","623,481","14.28","13.64","1,780"
"2007","Virginia","880","7,751,000","11.35","11.11","17,258"
"2007","Washington","865","6,461,587","13.39","13.08","16,775"
"2007","West Virginia","300","1,834,052","16.36","15.70","5,944"
"2007","Wisconsin","729","5,610,775","12.99","12.72","15,883"
"2007","Wyoming","101","534,876","18.88","19.38","2,238"
"2006","Alabama","580","4,628,981","12.53","12.34","12,432"
"2006","Alaska","135","675,150","20.00","19.69","3,721"
"2006","Arizona","979","6,029,141","16.24","16.31","20,246"
"2006","Arkansas","376","2,821,761","13.33","13.31","7,628"
"2006","California","3,334","36,021,202","9.26","9.31","65,261"
"2006","Colorado","730","4,720,423","15.47","15.22","16,555"
"2006","Connecticut","292","3,517,460","8.30","7.99","6,044"
"2006","Delaware","91","859,268","10.59","10.31","1,944"
"2006","District of Columbia","30","570,681","5.26","5.15","580"
"2006","Florida","2,440","18,166,990","13.43","12.57","41,652"
"2006","Georgia","923","9,155,813","10.08","10.25","18,672"
"2006","Hawaii","120","1,309,731","9.16","8.94","2,813"
"2006","Idaho","222","1,468,669","15.12","15.74","5,063"
"2006","Illinois","1,010","12,643,955","7.99","7.91","21,650"
"2006","Indiana","824","6,332,669","13.01","12.97","17,846"
"2006","Iowa","334","2,982,644","11.20","11.19","7,482"
"2006","Kansas","379","2,762,931","13.72","13.84","8,389"
"2006","Kentucky","622","4,219,239","14.74","14.55","13,268"
"2006","Louisiana","492","4,302,665","11.44","11.51","11,169"
"2006","Maine","158","1,323,619","11.94","11.01","2,846"
"2006","Maryland","495","5,627,367","8.80","8.64","10,532"
"2006","Massachusetts","450","6,410,084","7.02","6.67","9,180"
"2006","Michigan","1,139","10,036,081","11.35","11.15","23,328"
"2006","Minnesota","554","5,163,555","10.73","10.59","12,518"
"2006","Mississippi","325","2,904,978","11.19","11.41","6,548"
"2006","Missouri","799","5,842,704","13.68","13.48","16,785"
"2006","Montana","189","952,692","19.84","19.56","3,935"
"2006","Nebraska","202","1,772,693","11.40","11.20","4,540"
"2006","Nevada","486","2,522,658","19.27","19.23","9,454"
"2006","New Hampshire","151","1,308,389","11.54","11.19","2,922"
"2006","New Jersey","585","8,661,679","6.75","6.54","11,231"
"2006","New Mexico","352","1,962,137","17.94","17.99","8,154"
"2006","New York","1,326","19,104,631","6.94","6.69","26,608"
"2006","North Carolina","1,106","8,917,270","12.40","12.15","22,758"
"2006","North Dakota","90","649,422","13.86","13.26","2,484"
"2006","Ohio","1,325","11,481,213","11.54","11.31","28,213"
"2006","Oklahoma","537","3,594,090","14.94","14.88","11,457"
"2006","Oregon","579","3,670,883","15.77","15.28","11,360"
"2006","Pennsylvania","1,396","12,510,809","11.16","10.81","28,488"
"2006","Rhode Island","90","1,063,096","8.47","8.14","1,901"
"2006","South Carolina","524","4,357,847","12.02","11.80","10,376"
"2006","South Dakota","125","783,033","15.96","16.03","3,081"
"2006","Tennessee","874","6,088,766","14.35","14.11","17,823"
"2006","Texas","2,347","23,359,580","10.05","10.30","52,265"
"2006","Utah","362","2,525,507","14.33","15.91","8,493"
"2006","Vermont","81","622,892","13.00","12.25","1,415"
"2006","Virginia","876","7,673,725","11.42","11.09","17,350"
"2006","Washington","809","6,370,753","12.70","12.29","16,583"
"2006","West Virginia","269","1,827,912","14.72","14.14","5,089"
"2006","Wisconsin","670","5,577,655","12.01","11.92","14,491"
"2006","Wyoming","116","522,667","22.19","21.36","2,385"
"2005","Alabama","535","4,569,805","11.71","11.50","10,498"
"2005","Alaska","131","666,835","19.65","20.01","3,547"
"2005","Arizona","945","5,839,077","16.18","16.33","20,790"
"2005","Arkansas","400","2,781,097","14.38","14.33","8,658"
"2005","California","3,206","35,827,943","8.95","9.09","61,998"
"2005","Colorado","800","4,631,888","17.27","17.16","17,745"
"2005","Connecticut","295","3,506,956","8.41","8.15","5,929"
"2005","Delaware","83","845,150","9.82","9.69","1,767"
"2005","District of Columbia","33","567,136","5.82","5.38","611"
"2005","Florida","2,347","17,842,038","13.15","12.46","42,266"
"2005","Georgia","924","8,925,922","10.35","10.55","18,575"
"2005","Hawaii","107","1,292,729","8.28","8.10","2,296"
"2005","Idaho","228","1,428,241","15.96","16.37","4,679"
"2005","Illinois","1,086","12,609,903","8.61","8.56","22,476"
"2005","Indiana","745","6,278,616","11.87","11.82","16,214"
"2005","Iowa","333","2,964,454","11.23","11.16","7,520"
"2005","Kansas","362","2,745,299","13.19","13.23","7,751"
"2005","Kentucky","566","4,182,742","13.53","13.38","12,088"
"2005","Louisiana","505","4,576,628","11.03","11.00","11,824"
"2005","Maine","175","1,318,787","13.27","12.40","3,066"
"2005","Maryland","472","5,592,379","8.44","8.44","9,979"
"2005","Massachusetts","480","6,403,290","7.50","7.22","10,091"
"2005","Michigan","1,108","10,051,137","11.02","10.96","23,720"
"2005","Minnesota","547","5,119,598","10.68","10.47","12,708"
"2005","Mississippi","363","2,905,943","12.49","12.75","8,206"
"2005","Missouri","727","5,790,300","12.56","12.51","15,568"
"2005","Montana","206","940,102","21.91","21.79","4,560"
"2005","Nebraska","187","1,761,497","10.62","10.93","4,349"
"2005","Nevada","480","2,432,143","19.74","19.79","9,205"
"2005","New Hampshire","162","1,298,492","12.48","11.98","3,042"
"2005","New Jersey","536","8,651,974","6.20","6.08","11,213"
"2005","New Mexico","342","1,932,274","17.70","17.84","7,743"
"2005","New York","1,189","19,132,610","6.22","6.01","24,817"
"2005","North Carolina","1,009","8,705,407","11.59","11.43","20,024"
"2005","North Dakota","92","646,089","14.24","13.72","2,575"
"2005","Ohio","1,341","11,463,320","11.70","11.49","27,939"
"2005","Oklahoma","522","3,548,597","14.71","14.82","11,390"
"2005","Oregon","560","3,613,202","15.50","14.94","10,348"
"2005","Pennsylvania","1,430","12,449,990","11.49","11.11","28,919"
"2005","Rhode Island","71","1,067,916","6.65","6.31","1,409"
"2005","South Carolina","510","4,270,150","11.94","11.82","11,421"
"2005","South Dakota","121","775,493","15.60","15.39","2,742"
"2005","Tennessee","856","5,991,057","14.29","14.00","16,524"
"2005","Texas","2,418","22,778,123","10.62","10.93","54,343"
"2005","Utah","348","2,457,719","14.16","15.26","8,762"
"2005","Vermont","78","621,215","12.56","12.35","1,717"
"2005","Virginia","866","7,577,105","11.43","11.14","17,441"
"2005","Washington","822","6,257,305","13.14","12.76","16,694"
"2005","West Virginia","255","1,820,492","14.01","13.17","4,699"
"2005","Wisconsin","643","5,546,166","11.59","11.50","14,892"
"2005","Wyoming","90","514,157","17.50","17.21","1,944"
"2004","Alabama","541","4,530,729","11.94","11.72","10,997"
"2004","Alaska","155","659,199","23.51","23.06","4,686"
"2004","Arizona","880","5,652,404","15.57","15.80","18,957"
"2004","Arkansas","361","2,749,686","13.13","13.01","7,096"
"2004","California","3,368","35,574,576","9.47","9.64","67,523"
"2004","Colorado","797","4,575,013","17.42","17.17","17,908"
"2004","Connecticut","294","3,496,094","8.41","8.19","6,148"
"2004","Delaware","93","830,803","11.19","11.00","1,864"
"2004","District of Columbia","33","567,754","5.81","5.39","761"
"2004","Florida","2,389","17,415,318","13.72","13.00","42,626"
"2004","Georgia","973","8,769,252","11.10","11.29","21,195"
"2004","Hawaii","116","1,273,569","9.11","8.76","2,430"
"2004","Idaho","236","1,391,802","16.96","17.65","5,021"
"2004","Illinois","1,028","12,589,773","8.17","8.11","22,690"
"2004","Indiana","704","6,233,007","11.30","11.32","15,688"
"2004","Iowa","343","2,953,635","11.61","11.52","7,707"
"2004","Kansas","370","2,734,373","13.53","13.59","8,221"
"2004","Kentucky","560","4,146,101","13.51","13.21","11,997"
"2004","Louisiana","537","4,552,238","11.80","11.90","12,519"
"2004","Maine","171","1,313,688","13.02","12.45","3,593"
"2004","Maryland","500","5,546,935","9.01","8.87","9,963"
"2004","Massachusetts","425","6,412,281","6.63","6.42","8,983"
"2004","Michigan","1,098","10,055,315","10.92","10.86","24,088"
"2004","Minnesota","524","5,087,713","10.30","10.16","12,417"
"2004","Mississippi","350","2,889,010","12.12","12.16","7,654"
"2004","Missouri","715","5,747,741","12.44","12.38","15,311"
"2004","Montana","175","930,009","18.82","18.70","3,816"
"2004","Nebraska","166","1,749,370","9.49","9.52","3,857"
"2004","Nevada","440","2,346,222","18.75","18.93","7,912"
"2004","New Hampshire","133","1,290,121","10.31","9.91","2,739"
"2004","New Jersey","597","8,634,561","6.91","6.80","12,864"
"2004","New Mexico","356","1,903,808","18.70","18.78","8,829"
"2004","New York","1,187","19,171,567","6.19","6.03","25,185"
"2004","North Carolina","1,027","8,553,152","12.01","11.90","22,456"
"2004","North Dakota","73","644,705","11.32","11.05","1,906"
"2004","Ohio","1,319","11,452,251","11.52","11.35","28,400"
"2004","Oklahoma","506","3,525,233","14.35","14.35","10,756"
"2004","Oregon","555","3,569,463","15.55","14.99","10,645"
"2004","Pennsylvania","1,410","12,410,722","11.36","11.05","29,397"
"2004","Rhode Island","85","1,074,579","7.91","7.58","1,911"
"2004","South Carolina","482","4,210,921","11.45","11.29","9,986"
"2004","South Dakota","112","770,396","14.54","14.82","3,115"
"2004","Tennessee","792","5,910,809","13.40","13.17","16,754"
"2004","Texas","2,300","22,394,023","10.27","10.63","50,509"
"2004","Utah","377","2,401,580","15.70","17.22","9,298"
"2004","Vermont","93","619,920","15.00","14.42","1,763"
"2004","Virginia","828","7,475,575","11.08","10.90","16,791"
"2004","Washington","830","6,178,645","13.43","13.29","17,158"
"2004","West Virginia","285","1,816,438","15.69","15.36","6,178"
"2004","Wisconsin","662","5,514,026","12.01","11.88","15,313"
"2004","Wyoming","88","509,106","17.29","17.64","1,814"
"2003","Alabama","521","4,503,491","11.57","11.40","10,579"
"2003","Alaska","124","648,326","19.13","20.15","3,416"
"2003","Arizona","840","5,510,364","15.24","15.48","18,481"
"2003","Arkansas","374","2,724,816","13.73","13.60","7,330"
"2003","California","3,397","35,253,159","9.64","9.86","67,490"
"2003","Colorado","728","4,528,732","16.08","16.04","15,519"
"2003","Connecticut","272","3,484,336","7.81","7.53","5,299"
"2003","Delaware","94","818,003","11.49","11.32","1,885"
"2003","District of Columbia","36","568,502","6.33","5.99","1,086"
"2003","Florida","2,297","17,004,085","13.51","12.81","40,689"
"2003","Georgia","972","8,622,793","11.27","11.61","20,035"
"2003","Hawaii","131","1,251,154","10.47","10.20","2,766"
"2003","Idaho","217","1,363,380","15.92","16.38","4,796"
"2003","Illinois","1,011","12,556,006","8.05","8.03","21,985"
"2003","Indiana","736","6,196,638","11.88","11.89","16,432"
"2003","Iowa","352","2,941,999","11.97","11.81","7,617"
"2003","Kansas","347","2,723,004","12.74","12.73","7,196"
"2003","Kentucky","567","4,117,170","13.77","13.48","12,325"
"2003","Louisiana","461","4,521,042","10.20","10.28","10,649"
"2003","Maine","137","1,306,513","10.49","9.94","2,593"
"2003","Maryland","491","5,496,269","8.93","8.88","10,297"
"2003","Massachusetts","433","6,422,565","6.74","6.53","9,495"
"2003","Michigan","1,029","10,041,152","10.25","10.25","23,099"
"2003","Minnesota","497","5,053,572","9.84","9.77","11,938"
"2003","Mississippi","336","2,868,312","11.71","11.88","7,065"
"2003","Missouri","679","5,709,403","11.89","11.76","14,079"
"2003","Montana","180","919,630","19.57","19.51","4,015"
"2003","Nebraska","176","1,738,643","10.12","10.17","4,171"
"2003","Nevada","434","2,248,850","19.30","19.81","8,465"
"2003","New Hampshire","158","1,279,840","12.35","12.04","3,279"
"2003","New Jersey","588","8,601,402","6.84","6.66","11,506"
"2003","New Mexico","343","1,877,574","18.27","18.65","7,971"
"2003","New York","1,169","19,175,939","6.10","5.94","23,549"
"2003","North Carolina","955","8,422,501","11.34","11.19","20,645"
"2003","North Dakota","81","638,817","12.68","12.20","2,060"
"2003","Ohio","1,074","11,434,788","9.39","9.31","23,043"
"2003","Oklahoma","476","3,504,892","13.58","13.63","10,801"
"2003","Oregon","592","3,547,376","16.69","16.16","10,846"
"2003","Pennsylvania","1,340","12,374,658","10.83","10.52","28,191"
"2003","Rhode Island","84","1,071,342","7.84","7.70","1,697"
"2003","South Carolina","476","4,150,297","11.47","11.46","9,441"
"2003","South Dakota","102","763,729","13.36","13.55","2,558"
"2003","Tennessee","762","5,847,812","13.03","12.82","16,188"
"2003","Texas","2,363","22,030,931","10.73","11.11","52,857"
"2003","Utah","336","2,360,137","14.24","15.44","8,573"
"2003","Vermont","83","617,858","13.43","12.99","1,659"
"2003","Virginia","808","7,366,977","10.97","10.84","17,204"
"2003","Washington","803","6,104,115","13.16","13.01","16,583"
"2003","West Virginia","266","1,812,295","14.68","14.01","5,179"
"2003","Wisconsin","647","5,479,203","11.81","11.63","14,441"
"2003","Wyoming","109","503,453","21.65","21.92","2,457"
"2002","Alabama","514","4,480,089","11.47","11.43","10,616"
"2002","Alaska","132","642,270","20.55","20.91","3,649"
"2002","Arizona","886","5,396,255","16.42","16.55","19,144"
"2002","Arkansas","377","2,705,927","13.93","13.96","8,507"
"2002","California","3,228","34,871,843","9.26","9.57","61,876"
"2002","Colorado","727","4,490,406","16.19","16.16","16,677"
"2002","Connecticut","260","3,458,749","7.52","7.28","5,203"
"2002","Delaware","74","806,169","9.18","9.11","1,720"
"2002","District of Columbia","31","573,158","5.41","5.13","664"
"2002","Florida","2,338","16,689,370","14.01","13.31","41,375"
"2002","Georgia","909","8,508,256","10.68","11.03","18,969"
"2002","Hawaii","120","1,239,613","9.68","9.51","2,532"
"2002","Idaho","202","1,340,372","15.07","15.49","4,313"
"2002","Illinois","1,145","12,525,556","9.14","9.14","25,004"
"2002","Indiana","743","6,155,967","12.07","12.09","16,305"
"2002","Iowa","314","2,934,234","10.70","10.65","7,223"
"2002","Kansas","345","2,713,535","12.71","12.64","7,649"
"2002","Kentucky","540","4,089,875","13.20","12.97","11,801"
"2002","Louisiana","499","4,497,267","11.10","11.19","11,351"
"2002","Maine","166","1,295,960","12.81","12.56","3,539"
"2002","Maryland","477","5,440,389","8.77","8.77","10,259"
"2002","Massachusetts","436","6,417,206","6.79","6.59","9,350"
"2002","Michigan","1,106","10,015,710","11.04","11.06","24,145"
"2002","Minnesota","497","5,018,935","9.90","9.82","11,426"
"2002","Mississippi","343","2,858,681","12.00","12.19","8,063"
"2002","Missouri","693","5,674,825","12.21","12.11","14,269"
"2002","Montana","184","911,667","20.18","20.00","3,943"
"2002","Nebraska","201","1,728,292","11.63","11.72","4,471"
"2002","Nevada","423","2,173,791","19.46","19.58","7,965"
"2002","New Hampshire","132","1,269,089","10.40","10.25","2,974"
"2002","New Jersey","553","8,552,643","6.47","6.30","10,516"
"2002","New Mexico","349","1,855,309","18.81","19.16","7,983"
"2002","New York","1,228","19,137,800","6.42","6.31","27,153"
"2002","North Carolina","986","8,326,201","11.84","11.74","19,401"
"2002","North Dakota","91","638,168","14.26","14.26","1,886"
"2002","Ohio","1,287","11,407,889","11.28","11.15","26,552"
"2002","Oklahoma","501","3,489,080","14.36","14.38","11,219"
"2002","Oregon","518","3,513,424","14.74","14.40","10,274"
"2002","Pennsylvania","1,341","12,331,031","10.88","10.68","29,342"
"2002","Rhode Island","86","1,065,995","8.07","7.95","1,931"
"2002","South Carolina","440","4,107,795","10.71","10.71","9,195"
"2002","South Dakota","94","760,020","12.37","12.32","2,389"
"2002","Tennessee","778","5,795,918","13.42","13.26","16,170"
"2002","Texas","2,311","21,690,325","10.66","11.07","51,945"
"2002","Utah","340","2,324,815","14.63","16.13","8,684"
"2002","Vermont","92","615,442","14.95","14.37","1,653"
"2002","Virginia","799","7,286,873","10.97","10.90","15,934"
"2002","Washington","811","6,052,349","13.40","13.31","16,416"
"2002","West Virginia","276","1,805,414","15.29","14.79","6,080"
"2002","Wisconsin","627","5,445,162","11.52","11.34","14,209"
"2002","Wyoming","105","500,017","21.00","20.83","2,484"
"2001","Alabama","512","4,467,634","11.46","11.37","10,881"
"2001","Alaska","102","633,687","16.10","15.89","2,807"
"2001","Arizona","767","5,273,477","14.54","14.79","16,422"
"2001","Arkansas","382","2,691,571","14.19","14.25","8,552"
"2001","California","2,831","34,479,458","8.21","8.50","56,626"
"2001","Colorado","722","4,425,687","16.31","16.47","16,169"
"2001","Connecticut","283","3,432,835","8.24","8.13","6,000"
"2001","Delaware","108","795,699","13.57","13.44","2,422"
"2001","District of Columbia","40","574,504","6.96","6.45","1,000"
"2001","Florida","2,314","16,356,966","14.15","13.46","41,688"
"2001","Georgia","935","8,377,038","11.16","11.39","21,208"
"2001","Hawaii","136","1,225,948","11.09","10.86","2,967"
"2001","Idaho","210","1,319,962","15.91","16.29","4,946"
"2001","Illinois","1,139","12,488,445","9.12","9.16","24,707"
"2001","Indiana","715","6,127,760","11.67","11.69","15,267"
"2001","Iowa","304","2,931,997","10.37","10.22","7,042"
"2001","Kansas","293","2,702,162","10.84","10.96","7,339"
"2001","Kentucky","495","4,068,132","12.17","12.02","10,725"
"2001","Louisiana","493","4,477,875","11.01","11.21","10,571"
"2001","Maine","161","1,285,692","12.52","12.12","3,209"
"2001","Maryland","454","5,374,691","8.45","8.41","9,943"
"2001","Massachusetts","426","6,397,634","6.66","6.47","9,304"
"2001","Michigan","1,051","9,991,120","10.52","10.54","23,175"
"2001","Minnesota","480","4,982,796","9.63","9.61","11,235"
"2001","Mississippi","328","2,852,994","11.50","11.72","7,454"
"2001","Missouri","725","5,641,142","12.85","12.78","15,952"
"2001","Montana","175","906,961","19.30","19.30","3,652"
"2001","Nebraska","187","1,719,836","10.87","10.95","4,220"
"2001","Nevada","387","2,098,399","18.44","18.62","7,234"
"2001","New Hampshire","167","1,255,517","13.30","13.10","4,045"
"2001","New Jersey","588","8,492,671","6.92","6.79","12,116"
"2001","New Mexico","362","1,831,690","19.76","20.21","7,631"
"2001","New York","1,253","19,082,838","6.57","6.47","26,781"
"2001","North Carolina","997","8,210,122","12.14","12.02","21,052"
"2001","North Dakota","79","639,062","12.36","12.85","1,796"
"2001","Ohio","1,219","11,387,404","10.71","10.62","25,643"
"2001","Oklahoma","515","3,467,100","14.85","14.88","11,122"
"2001","Oregon","505","3,467,937","14.56","14.34","10,172"
"2001","Pennsylvania","1,276","12,298,970","10.38","10.16","27,360"
"2001","Rhode Island","88","1,057,142","8.32","8.05","2,134"
"2001","South Carolina","467","4,064,995","11.49","11.38","10,253"
"2001","South Dakota","105","757,972","13.85","13.97","2,663"
"2001","Tennessee","711","5,750,789","12.36","12.23","15,148"
"2001","Texas","2,225","21,319,622","10.44","10.87","50,076"
"2001","Utah","321","2,283,715","14.06","15.51","8,364"
"2001","Vermont","72","612,223","11.76","11.50","1,494"
"2001","Virginia","797","7,198,362","11.07","10.95","17,095"
"2001","Washington","712","5,985,722","11.90","11.84","14,849"
"2001","West Virginia","286","1,801,481","15.88","15.04","5,044"
"2001","Wisconsin","639","5,406,835","11.82","11.69","14,285"
"2001","Wyoming","83","494,657","16.78","16.38","2,053"
"Total","","780,248","6,183,750,384","12.62","--","15,765,044"
"","","","","","",""
"Injury Outcome: Fatal","","","","","",""
"Injury Type: All Injury","","","","","",""
"Data Years: 2001 to 2020","","","","","",""
"Geography: United States","","","","","",""
"Intent: Suicide","","","","","",""
"Mechanism: All Injury","","","","","",""
"Age: All Ages","","","","","",""
"Sex: Both Sexes","","","","","",""
"Race: All Races","","","","","",""
"Ethnicity: All Ethnicities","","","","","",""
"Metro / Non-Metro Indicator: None Selected","","","","","",""
"YPLL Age: 65","","","","","",""
"Produced by: National Center for Injury Prevention and Control, CDC.","","","","","",""
